TeamUID,TeamConference,OffStrength,DefVulnerability,SAOS,SADV,CAOS,CADV
2023.SB.A&M-CorpusChristi,Southland,3.2666666666666666,0.8878142851904749,0.751241759608164,0.8537678052737203,0.908728944066214,0.8765543301703952
2023.SB.AbileneChristian,WAC,4.311111111111111,1.6555125200316503,0.945326242161771,1.6463559013109987,0.9415904110203254,1.0837314370415008
2023.SB.Akron,MAC,4.530612244897959,0.8680969211136157,0.9863030219063347,0.8628069626100574,0.8682753340973771,1.1540313726004456
2023.SB.Alabama,SEC,4.775862068965517,0.5713165963015784,1.4781988890200624,0.4963498684687586,1.6718009886686442,0.4751974104493993
2023.SB.AlabamaA&M,SWAC,5.166666666666667,1.4688103982930651,0.9118042435700744,1.6727820934743363,0.4422490149082583,1.7785008455411422
2023.SB.AlabamaSt,SWAC,4.777777777777778,1.1228239489173655,0.7869283092086943,1.224916395854108,0.4422490149082583,1.7785008455411422
2023.SB.Alcorn,SWAC,3.717391304347826,1.5071271912920146,0.7204758858228596,1.747267239286271,0.4422490149082583,1.7785008455411422
2023.SB.AppState,Sun Belt,3.404255319148936,1.0000411222420869,0.7970671255455941,1.0226252027173812,1.1298745017253238,0.7548430766064574
2023.SB.Arizona,Pac-12,6.538461538461538,0.9671551545683567,1.6358320055469275,0.8270769175984122,1.6136429969242492,0.5031805679224355
2023.SB.ArizonaSt,Pac-12,4.395833333333333,1.0526474521100302,1.1234730022246608,0.8671598096689334,1.6136429969242492,0.5031805679224355
2023.SB.Ark-PineBluff,SWAC,2.3333333333333335,1.608912313207173,0.4737262312054476,1.7103562885848986,0.4422490149082583,1.7785008455411422
2023.SB.Arkansas,SEC,5.722222222222222,0.6441005598440701,1.5751311548438462,0.5229626701604149,1.6718009886686442,0.4751974104493993
2023.SB.ArmyWestPoint,Patriot,3.542372881355932,1.2188636796682792,0.8299356884416583,1.206398432274047,0.8656746301355501,1.1087180994010282
2023.SB.Auburn,SEC,5.109090909090909,0.5725689988982422,1.3871737819202372,0.47236504228486903,1.6718009886686442,0.4751974104493993
2023.SB.AustinPeay,ASUN,4.113636363636363,1.0415201006078099,1.0721157200307425,0.990969456313874,0.9901984446778563,0.8496402351544907
2023.SB.BYU,WCC,5.266666666666667,0.7885879827280101,1.1892411109558763,0.7745061633075023,0.9190277848350885,0.9722638728036188
2023.SB.BallSt,MAC,4.66,1.1280463858890741,1.095480197922643,1.1613552328292105,0.8682753340973771,1.1540313726004456
2023.SB.Baylor,Big 12,5.169811320754717,0.6917265573848095,1.374885755421286,0.6059893413902443,1.6706359257609908,0.5809043336241525
2023.SB.Belmont,MVC,3.803921568627451,0.884742263442411,0.8989352058885524,0.9060975775767309,0.8465380774172898,1.0549736044781455
2023.SB.Bethune-Cookman,SWAC,3.36734693877551,1.0119803887015077,0.6607318939453086,0.9943802820377419,0.4422490149082583,1.7785008455411422
2023.SB.Binghamton,America East,4.956521739130435,0.7714447657121838,1.1270826569467085,0.817301934337017,0.8926235960432607,1.2715255476209852
2023.SB.BoiseSt,Mountain West,6.787234042553192,0.9400386549075618,1.4403886597348496,0.8118939329889885,1.0617175326601758,1.039306735480819
2023.SB.BostonCollege,ACC,3.1458333333333335,1.1065038333807757,0.8756007011887883,0.9906191962615232,1.3958529801940174,0.7179082638208379
2023.SB.BostonU,Patriot,5.631578947368421,0.40405170254798706,1.3163211152034704,0.42028726605834826,0.8656746301355501,1.1087180994010282
2023.SB.BowlingGreen,MAC,2.5208333333333335,1.689131958037025,0.5028777655148448,1.7714900450618198,0.8682753340973771,1.1540313726004456
2023.SB.Bradley,MVC,3.290909090909091,1.1536838037501893,0.7382154140013066,1.1603825285133427,0.8465380774172898,1.0549736044781455
2023.SB.Brown,Ivy League,2.5135135135135136,0.9336870423744025,0.5183266686190816,1.0856860385822924,0.7606660908971631,1.2592626043099073
2023.SB.Bryant,America East,2.75,1.2605063781715031,0.6250479977921163,1.460035579126867,0.8926235960432607,1.2715255476209852
2023.SB.Bucknell,Patriot,3.152173913043478,1.0064544294390743,0.7017137823353394,1.1044887403273802,0.8656746301355501,1.1087180994010282
2023.SB.Buffalo,MAC,2.6041666666666665,1.135880041346637,0.5477415471214976,1.1478320503072406,0.8682753340973771,1.1540313726004456
2023.SB.Butler,Big East,3.769230769230769,1.3151502335485599,0.8706601968174424,1.2982160190749203,0.9907081670989677,1.0702829966270897
2023.SB.CSUBakersfield,Big West,1.8695652173913044,1.7063745148865523,0.4327881848833477,1.7082107287802584,0.8342521571776417,0.9193312096089246
2023.SB.CSUN,Big West,4.043478260869565,0.8582961631764694,0.9989354822069111,0.8805264775468065,0.8342521571776417,0.9193312096089246
2023.SB.CalPoly,Big West,3.358974358974359,1.036452875923722,0.8017990446861695,0.9773749720770039,0.8342521571776417,0.9193312096089246
2023.SB.CalStFullerton,Big West,3.5714285714285716,0.5995144482828837,0.9183441730605498,0.5621281111642464,0.8342521571776417,0.9193312096089246
2023.SB.California,Pac-12,5.490566037735849,0.9932483900910086,1.4486786234617102,0.8894924732235244,1.6136429969242492,0.5031805679224355
2023.SB.CaliforniaBaptist,WAC,3.6122448979591835,0.8968736146311941,0.8100062808189088,0.8704478379229422,0.9415904110203254,1.0837314370415008
2023.SB.Campbell,Big South,4.428571428571429,0.7260119968705723,1.0910175370106967,0.7797464741644049,0.880240332540507,0.9902465228783047
2023.SB.Canisius,MAAC,5.0,0.8450347482945635,1.2129703409155266,0.9074220729828572,0.8113586373611142,1.1191988187081658
2023.SB.CentralArk,ASUN,4.666666666666667,0.4008988381223425,1.2415581149965214,0.3916754257903731,0.9901984446778563,0.8496402351544907
2023.SB.CentralConnSt,NEC,2.806451612903226,0.9400386549075618,0.6413826962524577,1.1907491523396592,0.6916451115302797,1.1353176095748874
2023.SB.CentralMich,MAC,3.843137254901961,0.7879735783783973,0.8091944236849888,0.7631531436138952,0.8682753340973771,1.1540313726004456
2023.SB.CharlestonSo,Big South,2.375,1.0379593481270994,0.5718230560704826,1.0091924971006112,0.880240332540507,0.9902465228783047
2023.SB.Charlotte,CUSA,4.962962962962963,0.8007736689953304,1.4123192206893296,0.7524578678482858,1.0818056726879532,0.9218332136774742
2023.SB.Chattanooga,SoCon,4.096153846153846,0.9942716542291519,0.9606259046718498,1.0777516187900504,0.8953231974659237,1.1107955182057556
2023.SB.Clemson,ACC,6.0181818181818185,0.3760154619630247,1.3878564790256802,0.35357667254806896,1.3958529801940174,0.7179082638208379
2023.SB.ClevelandSt,Horizon,2.7872340425531914,1.3200542813595548,0.6686317032003729,1.5358360075118394,0.5424402097555986,1.3404195093702942
2023.SB.CoastalCarolina,Sun Belt,4.767857142857143,0.7260119968705723,1.1817410594027404,0.7447425566692656,1.1298745017253238,0.7548430766064574
2023.SB.Colgate,Patriot,3.6875,1.1946324572783595,0.9093317019441138,1.3233066394242599,0.8656746301355501,1.1087180994010282
2023.SB.ColofCharleston,CAA,3.0980392156862746,0.9861189811285207,0.7260174812616909,1.0610071721976446,0.772622471373148,1.2198113524131835
2023.SB.ColoradoSt,Mountain West,5.702127659574468,1.3250544869707652,1.254389166008148,1.2429845579462957,1.0617175326601758,1.039306735480819
2023.SB.Columbia,Ivy League,3.6097560975609757,1.329810780113136,0.83456649244003,1.499486664642167,0.7606660908971631,1.2592626043099073
2023.SB.CoppinSt,MEAC,2.840909090909091,1.2017539622397806,0.559234731213055,1.3236393679145708,0.6765717583034416,1.6657586376485407
2023.SB.Cornell,Ivy League,3.575,1.1162959027027295,0.9054371420857645,1.2266155121917923,0.7606660908971631,1.2592626043099073
2023.SB.Creighton,Big East,4.8936170212765955,1.1300464681335582,1.0322054690118767,1.1461961779118892,0.9907081670989677,1.0702829966270897
2023.SB.Dartmouth,Ivy League,3.3947368421052633,1.063727951605925,0.7811135549583076,1.29076154365373,0.7606660908971631,1.2592626043099073
2023.SB.Dayton,Atlantic 10,4.773584905660377,0.8779606305268737,1.1045367106809485,0.9017154087412973,0.8153312174186274,1.0788711825121629
2023.SB.DePaul,Big East,3.8627450980392157,1.428490112849726,0.8927560247284139,1.3320022774289677,0.9907081670989677,1.0702829966270897
2023.SB.Delaware,CAA,4.040816326530612,0.7242134535257236,0.9160711719827489,0.7452410679422588,0.772622471373148,1.2198113524131835
2023.SB.DelawareSt,MEAC,1.8181818181818181,1.452787012129868,0.35444848566445736,1.5547849011830728,0.6765717583034416,1.6657586376485407
2023.SB.DetroitMercy,Horizon,1.2105263157894737,1.428611376866097,0.28841771006276246,1.747711096421848,0.5424402097555986,1.3404195093702942
2023.SB.Drake,MVC,3.2941176470588234,1.184264383878644,0.7937925003927135,1.2315479281897836,0.8465380774172898,1.0549736044781455
2023.SB.Drexel,CAA,2.875,1.135880041346637,0.684070204856302,1.285415962955073,0.772622471373148,1.2198113524131835
2023.SB.Duke,ACC,6.127272727272727,0.6622999614121458,1.5799781486067206,0.5709444034014546,1.3958529801940174,0.7179082638208379
2023.SB.ETSU,SoCon,2.888888888888889,1.170696287824695,0.6525019075197954,1.2466349834943982,0.8953231974659237,1.1107955182057556
2023.SB.EastCarolina,AAC,3.690909090909091,1.034042520398318,0.8388184246564808,1.0352872715221584,1.0923802786011694,0.9780097699937882
2023.SB.EasternIll,OVC,4.590909090909091,0.7370757635070654,0.941890492614688,0.8579445130215497,0.8047635905953306,1.2860847838673057
2023.SB.EasternKy,ASUN,4.979166666666667,1.1505681453295677,1.1139939930935376,1.330424909554048,0.9901984446778563,0.8496402351544907
2023.SB.Elon,CAA,4.833333333333333,1.1309840066856602,1.078554634219293,1.1999871683019379,0.772622471373148,1.2198113524131835
2023.SB.Evansville,MVC,3.020408163265306,1.1126988160130322,0.6786024312351125,1.2189780766356424,0.8465380774172898,1.0549736044781455
2023.SB.FDU,NEC,3.3863636363636362,0.9026507538601019,0.7552001862192099,0.9726831158500974,0.6916451115302797,1.1353176095748874
2023.SB.FGCU,ASUN,3.767857142857143,0.8854828401138193,1.086181014047981,0.8915229812489894,0.9901984446778563,0.8496402351544907
2023.SB.FIU,CUSA,3.6122448979591835,1.016776504287771,0.7965295876654112,0.9872312708002392,1.0818056726879532,0.9218332136774742
2023.SB.Fairfield,MAAC,3.3404255319148937,0.9100374212402992,0.7971728406687185,0.958628208919886,0.8113586373611142,1.1191988187081658
2023.SB.FlaAtlantic,CUSA,3.6226415094339623,0.6074778100110186,0.8697032725889101,0.6582735882314206,1.0818056726879532,0.9218332136774742
2023.SB.Florida,SEC,6.571428571428571,0.8812862389758391,2.038956875600186,0.726760191613451,1.6718009886686442,0.4751974104493993
2023.SB.FloridaA&M,SWAC,4.590909090909091,1.1697071899133866,0.853729683411196,1.174548919421764,0.4422490149082583,1.7785008455411422
2023.SB.FloridaSt,ACC,6.293103448275862,0.5307976887624595,1.79595531276616,0.433895987624615,1.3958529801940174,0.7179082638208379
2023.SB.Fordham,Atlantic 10,3.4166666666666665,0.9106624469417004,0.7858012056686675,1.007930459573627,0.8153312174186274,1.0788711825121629
2023.SB.FresnoSt,Mountain West,4.092592592592593,1.0140231786734346,0.9251800506968304,0.9940282813199246,1.0617175326601758,1.039306735480819
2023.SB.Furman,SoCon,4.428571428571429,1.1798444342207153,1.0907374671196948,1.2247318282296582,0.8953231974659237,1.1107955182057556
2023.SB.GaSouthern,Sun Belt,3.156862745098039,1.2349527427216986,0.7738128948624817,1.195502654245501,1.1298745017253238,0.7548430766064574
2023.SB.Gardner-Webb,Big South,4.471698113207547,1.3080726565930694,1.056222038463389,1.3309404682995245,0.880240332540507,0.9902465228783047
2023.SB.GeorgeMason,Atlantic 10,4.526315789473684,0.733889827076956,1.044338216463934,0.7768360009358228,0.8153312174186274,1.0788711825121629
2023.SB.GeorgeWashington,Atlantic 10,3.488888888888889,1.0549322682851525,0.7731095838218323,1.1608900298006226,0.8153312174186274,1.0788711825121629
2023.SB.Georgetown,Big East,4.061224489795919,1.2038250121520304,0.9540245817617795,1.140782676319734,0.9907081670989677,1.0702829966270897
2023.SB.Georgia,SEC,6.096153846153846,0.6191600755881537,1.6101105749905806,0.5289342290981243,1.6718009886686442,0.4751974104493993
2023.SB.GeorgiaSt,Sun Belt,3.388888888888889,1.2577369040198396,0.8760012625037628,1.3069021585171285,1.1298745017253238,0.7548430766064574
2023.SB.GeorgiaTech,ACC,4.6415094339622645,1.0641947036689379,1.2092018024079028,0.9151331679992436,1.3958529801940174,0.7179082638208379
2023.SB.Grambling,SWAC,4.7272727272727275,0.8866273676969049,0.8266627102534577,1.0465893447982337,0.4422490149082583,1.7785008455411422
